class_name	major	category
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Ceramika
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Ceramika
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Ceramika
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Ceramika
Wprowadzenie do wzornictwa	Inżynieria chemiczna	Ceramika
Termodynamika chemiczna	Inżynieria chemiczna	Ceramika
Chemia organiczna	Inżynieria chemiczna	Ceramika
Krystalografia i krystalochemia	Inżynieria chemiczna	Ceramika
Diagramy fazowe	Inżynieria chemiczna	Ceramika
Atomic Force Microscopy and its variants in advanced measurements	Inżynieria chemiczna	Ceramika
Advanced chemical analysis	Inżynieria chemiczna	Ceramika
Introductory quantum chemistry	Inżynieria chemiczna	Ceramika
Synthesis of nanosized particles and their application in nanoceramics and nanocomposite technology	Inżynieria chemiczna	Ceramika
Experimental methods in solid state chemistry	Inżynieria chemiczna	Ceramika
Neurobiology of drug dependence	Inżynieria chemiczna	Ceramika
BioSurface engineering	Inżynieria chemiczna	Ceramika
Chemistry and technology of cementitous materials	Inżynieria chemiczna	Ceramika
Neurochemistry and Neuropharmacology	Inżynieria chemiczna	Ceramika
Physical Chemistry of Surfaces and Surface Analytical Techniques	Inżynieria chemiczna	Ceramika
Wear behaviour of high-temperature ceramics in extreme environment applications	Inżynieria chemiczna	Ceramika
Advanced forming methods	Inżynieria chemiczna	Ceramika
Degradation of engineering materials	Inżynieria chemiczna	Ceramika
BioComposites	Inżynieria chemiczna	Ceramika
Theory and practice of ceramics processes	Inżynieria chemiczna	Ceramika
Numerical methods in materials science	Inżynieria chemiczna	Ceramika
Special Glasses	Inżynieria chemiczna	Ceramika
Materials Engineering in Space Technologies	Inżynieria chemiczna	Ceramika
Small molecules that affected the world's history	Inżynieria chemiczna	Ceramika
Advanced glass and glass-ceramic materials	Inżynieria chemiczna	Ceramika
Introduction to Rheology	Inżynieria chemiczna	Ceramika
Chemia fizyczna	Inżynieria chemiczna	Ceramika
Chemia krzemianów	Inżynieria chemiczna	Ceramika
Procesy technologiczne w praktyce przemysłowej	Inżynieria chemiczna	Ceramika
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Ceramika
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Ceramika
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Ceramika
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Ceramika
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Ceramika
Nauka o materiałach	Inżynieria chemiczna	Ceramika
Maszynoznawstwo ceramiczne	Inżynieria chemiczna	Ceramika
Zasady projektowania wyrobów użytkowych	Inżynieria chemiczna	Ceramika
Analityka i metrologia chemiczna	Inżynieria chemiczna	Ceramika
Surowce naturalne i syntetyczne	Inżynieria chemiczna	Ceramika
Podstawy technologii szkła	Inżynieria chemiczna	Ceramika
Automatyka użytkowa	Inżynieria chemiczna	Ceramika
Reologia	Inżynieria chemiczna	Ceramika
Środowiskowe zagrożenia zdrowia	Inżynieria chemiczna	Ceramika
Materiały wykończeniowe dla budownictwa	Inżynieria chemiczna	Ceramika
Ceramika w medycynie	Inżynieria chemiczna	Ceramika
Materiały budowlane w ochronie środowiska	Inżynieria chemiczna	Ceramika
Wpływ domieszek i dodatków mineralnych na właściwości kompozytowych materiałów cementowych	Inżynieria chemiczna	Ceramika
Techniki programowania	Inżynieria chemiczna	Ceramika
Neurobiologia	Inżynieria chemiczna	Ceramika
Światłowody	Inżynieria chemiczna	Ceramika
Spoiwa aktywowane alkalicznie	Inżynieria chemiczna	Ceramika
Biopolimery	Inżynieria chemiczna	Ceramika
Rentgenografia w ceramice i inżynierii materiałów	Inżynieria chemiczna	Ceramika
Nowoczesne technologie w ceramice ogniotrwałej	Inżynieria chemiczna	Ceramika
Toksykologia	Inżynieria chemiczna	Ceramika
Matlab – narzędzie dla inżynierów	Inżynieria chemiczna	Ceramika
Materiały budowlane w nowoczesnym budownictwie jednorodzinnym	Inżynieria chemiczna	Ceramika
Próżnia w badaniach materiałów	Inżynieria chemiczna	Ceramika
Metody badań w kryminalistyce	Inżynieria chemiczna	Ceramika
Technologia cienkowarstwowa	Inżynieria chemiczna	Ceramika
Recykling i utylizacja odpadów	Inżynieria chemiczna	Ceramika
Budowa i oprogramowanie aparatury pomiarowej	Inżynieria chemiczna	Ceramika
Metody wytwarzania barwnych szkieł i emalii	Inżynieria chemiczna	Ceramika
Rozwiązania dla zrównoważonego rozwoju przemysłu cementowego	Inżynieria chemiczna	Ceramika
Materiały membranowe i ich zastosowanie w przemyśle i ochronie środowiska	Inżynieria chemiczna	Ceramika
Ochrona środowiska w technologii chemicznej	Inżynieria chemiczna	Ceramika
Zarządzanie produkcją, usługami i personelem	Inżynieria chemiczna	Ceramika
Wzornictwo ceramiczne	Inżynieria chemiczna	Ceramika
Materiały dla Konserwacji i Rewitalizacji	Inżynieria chemiczna	Ceramika
Nowoczesne materiały ceramiczne	Inżynieria chemiczna	Ceramika
Termodynamika techniczna	Inżynieria chemiczna	Ceramika
Praktyka przemysłowa - 6 tygodni	Inżynieria chemiczna	Ceramika
Wprowadzenie do komputerowego projektowania we wzornictwie ceramiki i szkła	Inżynieria chemiczna	Ceramika
Spoiwa specjalne	Inżynieria chemiczna	Ceramika
Metodyka badań technicznych szkieł i powłok amorficznych	Inżynieria chemiczna	Ceramika
Inżynieria tkankowa	Inżynieria chemiczna	Ceramika
Szkliste materiały izolacyjne	Inżynieria chemiczna	Ceramika
Szkło jako materiał budowlany	Inżynieria chemiczna	Ceramika
Metodyka rozwiązywania problemów chemicznych	Inżynieria chemiczna	Ceramika
Tworzywa amorficzne	Inżynieria chemiczna	Ceramika
Badania operacyjne w projektowaniu i zarządzaniu	Inżynieria chemiczna	Ceramika
Otwarte systemy operacyjne	Inżynieria chemiczna	Ceramika
Urządzenia próżniowe w badaniach naukowych i technice	Inżynieria chemiczna	Ceramika
Kompozyty pochodzenia naturalnego	Inżynieria chemiczna	Ceramika
Ergonomia	Inżynieria chemiczna	Ceramika
Fizykochemia powierzchni ciał stałych	Inżynieria chemiczna	Ceramika
Fotografia cyfrowa w dokumentacji naukowo-technicznej	Inżynieria chemiczna	Ceramika
Metody badawcze w medycynie	Inżynieria chemiczna	Ceramika
Wybrane techniki eksperymentalne ciała stałego	Inżynieria chemiczna	Ceramika
Polimery konstrukcyjne i specjalne	Inżynieria chemiczna	Ceramika
Odnawialne źródła energii	Inżynieria chemiczna	Ceramika
Rozwiązywanie problemów inżynierskich	Inżynieria chemiczna	Ceramika
Materiały luminescencyjne	Inżynieria chemiczna	Ceramika
Metody badań biomateriałów	Inżynieria chemiczna	Ceramika
Chemia sądowa	Inżynieria chemiczna	Ceramika
Technologia spoiw gipsowych	Inżynieria chemiczna	Ceramika
Nanokompozyty polimerowo-węglowe	Inżynieria chemiczna	Ceramika
Drewno i materiały drewnopochodne	Inżynieria chemiczna	Ceramika
Podstawy technologii ceramiki	Inżynieria chemiczna	Ceramika
Szkła barwne	Inżynieria chemiczna	Ceramika
Szkliwa i emalie	Inżynieria chemiczna	Ceramika
Materiały szklano-ceramiczne	Inżynieria chemiczna	Ceramika
Wstęp do filozofii przyrody	Inżynieria chemiczna	Ceramika
Zarys historii chemii	Inżynieria chemiczna	Ceramika
Metody badań materiałów	Inżynieria chemiczna	Ceramika
Ochrona przed korozją i erozją materiałów budowlanych	Inżynieria chemiczna	Ceramika
Seminarium inżynierskie	Inżynieria chemiczna	Ceramika
Zarządzanie jakością	Inżynieria chemiczna	Ceramika
Projekt dyplomowy	Inżynieria chemiczna	Ceramika
Chemia ogólna i nieorganiczna I	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Fizyka I	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Grafika inżynierska wspomagana komputerowo	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Matematyka I	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Mechanika techniczna i wytrzymałość materiałów	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Technologie informacyjne	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Zaawansowane technologie paliwowe	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Rola paliw w rozwoju cywilizacji	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Zarys historii chemii	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Elementy chemii	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Elementy fizyki	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Elementy matematyki	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chemia analityczna	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chemia ogólna i nieorganiczna II	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Fizyka II	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Matematyka II	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Matlab + podstawy programowania	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Podstawy konstrukcji maszyn	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Elementy ekonomii i zarządzania	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Lean Management - koncepcja zarządzania przedsiębiorstwem	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Budowa oraz podstawowe właściwości materiałów	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chemia organiczna I	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Fizykochemia paliw	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Podstawy elektrotechniki i automatyki	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Przygotowanie raportów, publikacji i prezentacji multimedialnych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Wstęp do metod numerycznych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chemia organiczna II	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chemiczne aspekty zmian klimatu	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Eksperymentalna chemia fizyczna	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Statystyka dla inżynierów	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Termodynamika techniczna	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Analiza instrumentalna	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Energia przyszłości	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Inżynieria procesowa (pęd i masa)	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Analiza laboratoryjna paliw i odpadów	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chemia jądrowa	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Przemysłowe metody analityczne	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Przemysłowe procesy sorpcyjne	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Paliwa gazowe i ich przetwarzanie	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Technologia ropy naftowej i biosurowców	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Zaawansowane procesy konwersji paliw stałych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Kataliza procesowa	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Praktyka zawodowa	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Procesy spalania	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Wymiana ciepła w procesach technologicznych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Environmental chemistry	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Materials aspects in the technology of fuels and energy	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Chromatografia w analizie surowców	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Sekwestracja i utylizacja składników gazów spalinowych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Technologie ochrony powietrza	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Technologie oczyszczania ścieków przemysłowych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Maszyny przepływowe	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Paliwa stałe z biomasy i odpadów	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Współczesne konwencjonalne paliwa ciekłe	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Transport, magazynowanie i użytkowanie paliw gazowych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Projekt dyplomowy	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Seminarium dyplomowe	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Wizyty studyjne	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Gospodarka obiegu zamkniętego	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Gospodarka odpadami	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Inżynieria środowiska w technologiach paliwowych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Metody komputerowe w inżynierii środowiska	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Zastosowanie metod radiochemicznych w pomiarach środowiskowych i przemysłowych	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Akumulatory i ogniwa paliwowe	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Biopaliwa i biorafineria	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Materiały i technologie wodorowe	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Metody komputerowe w technologii paliw	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Wstęp do modelowania CFD procesów konwersji paliw	Inżynieria chemiczna	Nowoczesne Technologie Paliwowe
Bezpieczeństwo pracy i ergonomia	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia ogólna i nieorganiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Elementy fizyki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Elementy matematyki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Grafika inżynierska wspomagana komputerowo	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Matematyka I	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Propedeutyka nauk materiałowych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zarys technologii chemicznej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Wstęp do filozofii przyrody	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zarys historii chemii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Fizyka	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Matematyka II	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Statystyka	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Materiały i technologie przyszłości	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Technologie chemiczne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia nieorganiczna z elementami chemii analitycznej - podstawowy	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia nieorganiczna z elementami chemii analitycznej - rozszerzony	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia organiczna I	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Materiałoznawstwo	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Mechanika techniczna i wytrzymałość materiałów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Miernictwo cieplne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Podstawy elektrotechniki i automatyki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Technologie informacyjne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zastosowanie metod matematycznych w chemii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Audyting energetyczny w budownictwie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Materiały i technologie wodorowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Ochrona własności intelektualnej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Pakiety programu Matlab	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Programowanie I	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Radioaktywność w środowisku	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Technologie ochrony powietrza w energetyce i przemyśle chemicznym	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zagrożenia ekologiczne i katastrofy przemysłowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Filozofia oraz etyka w nauce i technologii chemicznej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Historia największych osiągnięć naukowych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Osiagniecia noblistów a rozwój świata	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Podstawy ekonomii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Skuteczna prezentacja multimedialna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Społeczne i ekonomiczne skutki zanieczyszczenia środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Substancje które zmieniły bieg historii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Techniki multimedialne dla inżynierów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zarządzanie projektami w przemyśle paliw i energii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia organiczna II	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Podstawy konstrukcji inżynierskich	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Surowce energetyczne ciekłe i ich przetwarzanie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Termodynamika chemiczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zasady planowania eksperymentu i opracowania wyników pomiarów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Elementy chemii eksperymentalnej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Elementy chemii środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Energetyczne wykorzystanie odpadów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Komputerowe metody obliczeniowe i analizy danych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Komputerowe wspomaganie procesów chemicznych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
LabVIEW	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Maszyny przepływowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Materiały ceramiczne dla energetyki	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
MathCAD	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Oleje silnikowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Programowanie II	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Projektowanie i modelowanie komputerowe 3D	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zarys chemii kosmetycznej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zarys technologii żywności	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Zastosowanie technik jądrowych w medycynie i przemyśle	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Basics of environmental chemistry	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
English in science and technology	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Biopaliwa i paliwa alternatywne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia fizyczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Inżynieria chemiczna i procesowa (przenoszenie pędu)	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Podstawy analizy instrumentalnej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Termodynamika techniczna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Odnawialne źródła energii	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Podstawy projektowania instalacji małej skali zasilanych energią ze źródeł odnawialnych	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Ekonomika ochrony środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Ekonomika sektora paliwowo-energetycznego	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Wybrane zagadnienia ekonomiczne	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia żywności	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Efektywne użytkowanie energii w budynkach	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Energetyka cieplna	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Materiały konstrukcyjne w technologii chemicznej	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Monitoring radiacyjny	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Techniki chromatograficzne w analityce środowiska	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Właściwości, technologia wytwarzania  i przetwórstwo polimerów	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Chemia jądrowa z radiochemią	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Inżynieria chemiczna i procesowa (przenoszenie ciepła)	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Inżynieria chemiczna i procesowa (przenoszenie masy)	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Nanomateriały proszkowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Praktyka zawodowa	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Procesy spalania	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Surowce energetyczne stałe i ich przetwarzanie	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
Koło naukowe	Inżynieria chemiczna	Technologia Chemiczna (kierunek wspólny - WEiP)
